k = 7705, p# = 1786.000000, sp# = 15409.000000, ratio = 0.115906
k = 7725, p# = 1789.000000, sp# = 15449.000000, ratio = 0.115800
k = 7745, p# = 1793.000000, sp# = 15489.000000, ratio = 0.115760
k = 7765, p# = 1799.000000, sp# = 15529.000000, ratio = 0.115848
k = 7785, p# = 1803.000000, sp# = 15569.000000, ratio = 0.115807
k = 7805, p# = 1808.000000, sp# = 15609.000000, ratio = 0.115831
k = 7825, p# = 1812.000000, sp# = 15649.000000, ratio = 0.115790
k = 7845, p# = 1813.000000, sp# = 15689.000000, ratio = 0.115559
k = 7865, p# = 1822.000000, sp# = 15729.000000, ratio = 0.115837
k = 7885, p# = 1825.000000, sp# = 15769.000000, ratio = 0.115733
k = 7905, p# = 1829.000000, sp# = 15809.000000, ratio = 0.115694
k = 7925, p# = 1833.000000, sp# = 15849.000000, ratio = 0.115654
k = 7945, p# = 1838.000000, sp# = 15889.000000, ratio = 0.115678
k = 7965, p# = 1841.000000, sp# = 15929.000000, ratio = 0.115575
k = 7985, p# = 1846.000000, sp# = 15969.000000, ratio = 0.115599
k = 8005, p# = 1848.000000, sp# = 16009.000000, ratio = 0.115435
k = 8025, p# = 1850.000000, sp# = 16049.000000, ratio = 0.115272
k = 8045, p# = 1855.000000, sp# = 16089.000000, ratio = 0.115296
k = 8065, p# = 1861.000000, sp# = 16129.000000, ratio = 0.115382
k = 8085, p# = 1867.000000, sp# = 16169.000000, ratio = 0.115468
k = 8105, p# = 1870.000000, sp# = 16209.000000, ratio = 0.115368
k = 8125, p# = 1875.000000, sp# = 16249.000000, ratio = 0.115392
k = 8145, p# = 1878.000000, sp# = 16289.000000, ratio = 0.115293
k = 8165, p# = 1880.000000, sp# = 16329.000000, ratio = 0.115133
k = 8185, p# = 1886.000000, sp# = 16369.000000, ratio = 0.115218
k = 8205, p# = 1891.000000, sp# = 16409.000000, ratio = 0.115242
k = 8225, p# = 1895.000000, sp# = 16449.000000, ratio = 0.115205
k = 8245, p# = 1900.000000, sp# = 16489.000000, ratio = 0.115228
k = 8265, p# = 1903.000000, sp# = 16529.000000, ratio = 0.115131
k = 8285, p# = 1907.000000, sp# = 16569.000000, ratio = 0.115094
k = 8305, p# = 1912.000000, sp# = 16609.000000, ratio = 0.115118
k = 8325, p# = 1917.000000, sp# = 16649.000000, ratio = 0.115142
k = 8345, p# = 1917.000000, sp# = 16689.000000, ratio = 0.114866
k = 8365, p# = 1918.000000, sp# = 16729.000000, ratio = 0.114651
k = 8385, p# = 1923.000000, sp# = 16769.000000, ratio = 0.114676
k = 8405, p# = 1928.000000, sp# = 16809.000000, ratio = 0.114700
k = 8425, p# = 1931.000000, sp# = 16849.000000, ratio = 0.114606
k = 8445, p# = 1933.000000, sp# = 16889.000000, ratio = 0.114453
k = 8465, p# = 1935.000000, sp# = 16929.000000, ratio = 0.114301
k = 8485, p# = 1940.000000, sp# = 16969.000000, ratio = 0.114326
k = 8505, p# = 1943.000000, sp# = 17009.000000, ratio = 0.114234
k = 8525, p# = 1946.000000, sp# = 17049.000000, ratio = 0.114142
k = 8545, p# = 1951.000000, sp# = 17089.000000, ratio = 0.114167
k = 8565, p# = 1957.000000, sp# = 17129.000000, ratio = 0.114251
k = 8585, p# = 1960.000000, sp# = 17169.000000, ratio = 0.114159
k = 8605, p# = 1962.000000, sp# = 17209.000000, ratio = 0.114010
k = 8625, p# = 1964.000000, sp# = 17249.000000, ratio = 0.113862
k = 8645, p# = 1968.000000, sp# = 17289.000000, ratio = 0.113830
k = 8665, p# = 1974.000000, sp# = 17329.000000, ratio = 0.113913
k = 8685, p# = 1980.000000, sp# = 17369.000000, ratio = 0.113996
k = 8705, p# = 1983.000000, sp# = 17409.000000, ratio = 0.113907
k = 8725, p# = 1988.000000, sp# = 17449.000000, ratio = 0.113932
k = 8745, p# = 1992.000000, sp# = 17489.000000, ratio = 0.113900
k = 8765, p# = 2000.000000, sp# = 17529.000000, ratio = 0.114097
k = 8785, p# = 2004.000000, sp# = 17569.000000, ratio = 0.114065
k = 8805, p# = 2007.000000, sp# = 17609.000000, ratio = 0.113976
k = 8825, p# = 2010.000000, sp# = 17649.000000, ratio = 0.113887
k = 8845, p# = 2013.000000, sp# = 17689.000000, ratio = 0.113800
k = 8865, p# = 2015.000000, sp# = 17729.000000, ratio = 0.113656
k = 8885, p# = 2018.000000, sp# = 17769.000000, ratio = 0.113569
k = 8905, p# = 2021.000000, sp# = 17809.000000, ratio = 0.113482
k = 8925, p# = 2022.000000, sp# = 17849.000000, ratio = 0.113284
k = 8945, p# = 2027.000000, sp# = 17889.000000, ratio = 0.113310
k = 8965, p# = 2032.000000, sp# = 17929.000000, ratio = 0.113336
k = 8985, p# = 2036.000000, sp# = 17969.000000, ratio = 0.113306
k = 9005, p# = 2044.000000, sp# = 18009.000000, ratio = 0.113499
k = 9025, p# = 2049.000000, sp# = 18049.000000, ratio = 0.113524
k = 9045, p# = 2053.000000, sp# = 18089.000000, ratio = 0.113494
k = 9065, p# = 2058.000000, sp# = 18129.000000, ratio = 0.113520
k = 9085, p# = 2061.000000, sp# = 18169.000000, ratio = 0.113435
k = 9105, p# = 2063.000000, sp# = 18209.000000, ratio = 0.113296
k = 9125, p# = 2070.000000, sp# = 18249.000000, ratio = 0.113431
k = 9145, p# = 2074.000000, sp# = 18289.000000, ratio = 0.113401
k = 9165, p# = 2079.000000, sp# = 18329.000000, ratio = 0.113427
k = 9185, p# = 2085.000000, sp# = 18369.000000, ratio = 0.113506
k = 9205, p# = 2089.000000, sp# = 18409.000000, ratio = 0.113477
k = 9225, p# = 2091.000000, sp# = 18449.000000, ratio = 0.113339
k = 9245, p# = 2094.000000, sp# = 18489.000000, ratio = 0.113257
k = 9265, p# = 2099.000000, sp# = 18529.000000, ratio = 0.113282
k = 9285, p# = 2103.000000, sp# = 18569.000000, ratio = 0.113253
k = 9305, p# = 2105.000000, sp# = 18609.000000, ratio = 0.113117
k = 9325, p# = 2114.000000, sp# = 18649.000000, ratio = 0.113357
k = 9345, p# = 2117.000000, sp# = 18689.000000, ratio = 0.113275
k = 9365, p# = 2122.000000, sp# = 18729.000000, ratio = 0.113300
k = 9385, p# = 2124.000000, sp# = 18769.000000, ratio = 0.113165
k = 9405, p# = 2128.000000, sp# = 18809.000000, ratio = 0.113137
k = 9425, p# = 2130.000000, sp# = 18849.000000, ratio = 0.113003
k = 9445, p# = 2134.000000, sp# = 18889.000000, ratio = 0.112976
k = 9465, p# = 2136.000000, sp# = 18929.000000, ratio = 0.112843
k = 9485, p# = 2139.000000, sp# = 18969.000000, ratio = 0.112763
k = 9505, p# = 2143.000000, sp# = 19009.000000, ratio = 0.112736
k = 9525, p# = 2146.000000, sp# = 19049.000000, ratio = 0.112657
k = 9545, p# = 2149.000000, sp# = 19089.000000, ratio = 0.112578
k = 9565, p# = 2155.000000, sp# = 19129.000000, ratio = 0.112656
k = 9585, p# = 2160.000000, sp# = 19169.000000, ratio = 0.112682
k = 9605, p# = 2164.000000, sp# = 19209.000000, ratio = 0.112656
k = 9625, p# = 2167.000000, sp# = 19249.000000, ratio = 0.112577
k = 9645, p# = 2169.000000, sp# = 19289.000000, ratio = 0.112448
k = 9665, p# = 2176.000000, sp# = 19329.000000, ratio = 0.112577
k = 9685, p# = 2181.000000, sp# = 19369.000000, ratio = 0.112603
k = 9705, p# = 2186.000000, sp# = 19409.000000, ratio = 0.112628
k = 9725, p# = 2192.000000, sp# = 19449.000000, ratio = 0.112705
k = 9745, p# = 2194.000000, sp# = 19489.000000, ratio = 0.112576
k = 9765, p# = 2199.000000, sp# = 19529.000000, ratio = 0.112602
k = 9785, p# = 2202.000000, sp# = 19569.000000, ratio = 0.112525
k = 9805, p# = 2207.000000, sp# = 19609.000000, ratio = 0.112550
k = 9825, p# = 2208.000000, sp# = 19649.000000, ratio = 0.112372
k = 9845, p# = 2212.000000, sp# = 19689.000000, ratio = 0.112347
k = 9865, p# = 2217.000000, sp# = 19729.000000, ratio = 0.112373
k = 9885, p# = 2223.000000, sp# = 19769.000000, ratio = 0.112449
k = 9905, p# = 2230.000000, sp# = 19809.000000, ratio = 0.112575
k = 9925, p# = 2234.000000, sp# = 19849.000000, ratio = 0.112550
k = 9945, p# = 2234.000000, sp# = 19889.000000, ratio = 0.112323
k = 9965, p# = 2240.000000, sp# = 19929.000000, ratio = 0.112399
k = 9985, p# = 2245.000000, sp# = 19969.000000, ratio = 0.112424
k = 10005, p# = 2250.000000, sp# = 20009.000000, ratio = 0.112449
k = 10025, p# = 2250.000000, sp# = 20049.000000, ratio = 0.112225
k = 10045, p# = 2250.000000, sp# = 20089.000000, ratio = 0.112002
k = 10065, p# = 2250.000000, sp# = 20129.000000, ratio = 0.111779
k = 10085, p# = 2250.000000, sp# = 20169.000000, ratio = 0.111557
k = 10105, p# = 2250.000000, sp# = 20209.000000, ratio = 0.111337
k = 10125, p# = 2250.000000, sp# = 20249.000000, ratio = 0.111117
k = 10145, p# = 2250.000000, sp# = 20289.000000, ratio = 0.110898
k = 10165, p# = 2250.000000, sp# = 20329.000000, ratio = 0.110679
k = 10185, p# = 2250.000000, sp# = 20369.000000, ratio = 0.110462
k = 10205, p# = 2250.000000, sp# = 20409.000000, ratio = 0.110245
k = 10225, p# = 2250.000000, sp# = 20449.000000, ratio = 0.110030
k = 10245, p# = 2250.000000, sp# = 20489.000000, ratio = 0.109815
k = 10265, p# = 2250.000000, sp# = 20529.000000, ratio = 0.109601
k = 10285, p# = 2250.000000, sp# = 20569.000000, ratio = 0.109388
k = 10305, p# = 2250.000000, sp# = 20609.000000, ratio = 0.109176
k = 10325, p# = 2250.000000, sp# = 20649.000000, ratio = 0.108964
k = 10345, p# = 2250.000000, sp# = 20689.000000, ratio = 0.108753
k = 10365, p# = 2250.000000, sp# = 20729.000000, ratio = 0.108544
k = 10385, p# = 2250.000000, sp# = 20769.000000, ratio = 0.108335
k = 10405, p# = 2250.000000, sp# = 20809.000000, ratio = 0.108126
k = 10425, p# = 2250.000000, sp# = 20849.000000, ratio = 0.107919
k = 10445, p# = 2250.000000, sp# = 20889.000000, ratio = 0.107712
k = 10465, p# = 2250.000000, sp# = 20929.000000, ratio = 0.107506
k = 10485, p# = 2250.000000, sp# = 20969.000000, ratio = 0.107301
k = 10505, p# = 2250.000000, sp# = 21009.000000, ratio = 0.107097
k = 10525, p# = 2250.000000, sp# = 21049.000000, ratio = 0.106893
k = 10545, p# = 2250.000000, sp# = 21089.000000, ratio = 0.106691
k = 10565, p# = 2250.000000, sp# = 21129.000000, ratio = 0.106489
k = 10585, p# = 2250.000000, sp# = 21169.000000, ratio = 0.106287
k = 10605, p# = 2250.000000, sp# = 21209.000000, ratio = 0.106087
k = 10625, p# = 2250.000000, sp# = 21249.000000, ratio = 0.105887
k = 10645, p# = 2250.000000, sp# = 21289.000000, ratio = 0.105688
k = 10665, p# = 2250.000000, sp# = 21329.000000, ratio = 0.105490
k = 10685, p# = 2250.000000, sp# = 21369.000000, ratio = 0.105293
k = 10705, p# = 2250.000000, sp# = 21409.000000, ratio = 0.105096
k = 10725, p# = 2250.000000, sp# = 21449.000000, ratio = 0.104900
k = 10745, p# = 2250.000000, sp# = 21489.000000, ratio = 0.104705
k = 10765, p# = 2250.000000, sp# = 21529.000000, ratio = 0.104510
k = 10785, p# = 2250.000000, sp# = 21569.000000, ratio = 0.104316
k = 10805, p# = 2250.000000, sp# = 21609.000000, ratio = 0.104123
k = 10825, p# = 2250.000000, sp# = 21649.000000, ratio = 0.103931
k = 10845, p# = 2250.000000, sp# = 21689.000000, ratio = 0.103739
k = 10865, p# = 2250.000000, sp# = 21729.000000, ratio = 0.103548
k = 10885, p# = 2250.000000, sp# = 21769.000000, ratio = 0.103358
k = 10905, p# = 2250.000000, sp# = 21809.000000, ratio = 0.103168
k = 10925, p# = 2250.000000, sp# = 21849.000000, ratio = 0.102980
k = 10945, p# = 2250.000000, sp# = 21889.000000, ratio = 0.102791
k = 10965, p# = 2250.000000, sp# = 21929.000000, ratio = 0.102604
k = 10985, p# = 2250.000000, sp# = 21969.000000, ratio = 0.102417
k = 11005, p# = 2250.000000, sp# = 22009.000000, ratio = 0.102231
k = 11025, p# = 2250.000000, sp# = 22049.000000, ratio = 0.102045
k = 11045, p# = 2250.000000, sp# = 22089.000000, ratio = 0.101861
k = 11065, p# = 2250.000000, sp# = 22129.000000, ratio = 0.101677
k = 11085, p# = 2250.000000, sp# = 22169.000000, ratio = 0.101493
k = 11105, p# = 2250.000000, sp# = 22209.000000, ratio = 0.101310
k = 11125, p# = 2250.000000, sp# = 22249.000000, ratio = 0.101128
k = 11145, p# = 2250.000000, sp# = 22289.000000, ratio = 0.100947
k = 11165, p# = 2250.000000, sp# = 22329.000000, ratio = 0.100766
k = 11185, p# = 2250.000000, sp# = 22369.000000, ratio = 0.100586
k = 11205, p# = 2250.000000, sp# = 22409.000000, ratio = 0.100406
k = 11225, p# = 2250.000000, sp# = 22449.000000, ratio = 0.100227
k = 11245, p# = 2250.000000, sp# = 22489.000000, ratio = 0.100049
primes/spirals = 0.099996 for k = 11251
